corpus,experimental_file,experimental_utterance,responder,experimental_response,experimental_start_time_minutes,experimental_past_tense,experimental_plural,experimental_elan_coded,experimental_age_years,experimental_length,experimental_utt_num,experimental_response_time,experimental_age_months,control_length,control_age_months,control_utterance,control_response,control_response_time,speaker,control_start_time_minutes,control_age,control_past_tense,control_plural,control_file,diff
emily,040216,well it got teared down,CAR,uhhuh,9.31445,TRUE,FALSE,TRUE,4.210814510609172,5,1,230,50,5,50,this is a clean paper,why is it clean,0,CHI,4.562733333333333,1538,FALSE,FALSE,040216,0
emily,040216,well it got teared down,CAR,uhhuh,9.31445,TRUE,FALSE,TRUE,4.210814510609172,5,1,230,50,5,50,we hafta count to twenty,mm hm,0,CHI,16.53996666666667,1538,FALSE,FALSE,040216,0
emma,021116,she just waked up,FAT,oh she just woke she just waked up,18.80676667,TRUE,FALSE,TRUE,2.9623545516769334,4,2,340,35,4,35,I like fish food,you do,0,CHI,24.329733333333333,1082,FALSE,FALSE,021116,0
emma,021116,she just waked up,FAT,oh she just woke she just waked up,18.80676667,TRUE,FALSE,TRUE,2.9623545516769334,4,2,340,35,4,35,hi here I am,here,0,CHI,28.929750000000002,1082,FALSE,FALSE,021116,0
emma,021116,she just waked up,FAT,oh she just woke she just waked up,18.80676667,TRUE,FALSE,TRUE,2.9623545516769334,4,2,340,35,4,35,you draw a lion,oh boy I am such a bad drawer but I will try,-0.5,CHI,3.468566666666667,1082,FALSE,FALSE,021116,0
emma,021116,she put it on it and the baby falled over,FAT,the baby falled over,19.79703333,TRUE,FALSE,TRUE,2.9623545516769334,10,3,30,35,9,35,and she is gonna sit in the back too,boy oh boy she's just a little big isn't she,0,CHI,19.436833333333333,1082,FALSE,FALSE,021116,1
emma,021116,she put it on it and the baby falled over,FAT,the baby falled over,19.79703333,TRUE,FALSE,TRUE,2.9623545516769334,10,3,30,35,11,35,and his other older sister is going to bring him down,who's the older sister,0,CHI,13.41065,1082,FALSE,FALSE,021116,1
emma,021116,she put it on it and the baby falled over,FAT,the baby falled over,19.79703333,TRUE,FALSE,TRUE,2.9623545516769334,10,3,30,35,9,35,do you wanna go in this tur turtle baby,I don't know what's that turtle like,0,CHI,24.230816666666666,1082,FALSE,FALSE,021116,1
emma,030003,I just goed past you,FAT,you did go yeah,10.59941667,TRUE,FALSE,TRUE,3.008213552361396,5,1,90,36,5,36,I put it in there,you did,0,CHI,30.169266666666665,1098.75,FALSE,FALSE,030003,0
emma,030003,I just goed past you,FAT,you did go yeah,10.59941667,TRUE,FALSE,TRUE,3.008213552361396,5,1,90,36,5,36,help help it t talk,yeah well see,0,CHI,18.16531666666667,1098.75,FALSE,FALSE,030003,0
emma,030003,I just goed past you,FAT,you did go yeah,10.59941667,TRUE,FALSE,TRUE,3.008213552361396,5,1,90,36,5,36,that is the clean water,all right we'll stay in the clean water then,0,CHI,22.40351666666667,1098.75,FALSE,FALSE,030003,0
emma,030120,that my grandpa drawed that and grandpa drawed that,JES,grandpa helped you,1.425083333,TRUE,FALSE,TRUE,3.138261464750171,9,1,-70,37,9,37,I want mommy to stay in the living room,she will she's on the phone,0,CHI,0.25908333333333333,1152.25,FALSE,FALSE,030126,0
emma,030120,that my grandpa drawed that and grandpa drawed that,JES,grandpa helped you,1.425083333,TRUE,FALSE,TRUE,3.138261464750171,9,1,-70,37,9,37,we hafta find all of the red ones first,and what do you do with,0,CHI,4.470366666666666,1146.25,FALSE,FALSE,030120,0
emma,030120,that my grandpa drawed that and grandpa drawed that,JES,grandpa helped you,1.425083333,TRUE,FALSE,TRUE,3.138261464750171,9,1,-70,37,9,37,and the blues and the reds and the orange,well hm what should we do with the extra,-1,CHI,8.521933333333333,1146.25,FALSE,FALSE,030120,0
emma,030721,he just r runned an gave it to me,JES,oh he brought it back,22.88621667,TRUE,FALSE,TRUE,3.642026009582478,9,1,-200,43,9,43,I need this because I ha I need that,oh,0,CHI,42.524483333333336,1330.25,FALSE,FALSE,030721,0
emma,030721,he just r runned an gave it to me,JES,oh he brought it back,22.88621667,TRUE,FALSE,TRUE,3.642026009582478,9,1,-200,43,9,43,red we have and then we have blue inside,cool,-1,CHI,33.14138333333333,1330.25,FALSE,FALSE,030721,0
emma,030721,he just r runned an gave it to me,JES,oh he brought it back,22.88621667,TRUE,FALSE,TRUE,3.642026009582478,9,1,-200,43,9,43,and then I sometimes I throw him a ball,oh really,0,CHI,22.669533333333334,1330.25,FALSE,FALSE,030721,0
emma,030907,I just buyed chocolate milk,JES,you did,30.91843333,TRUE,FALSE,TRUE,3.7707049965776864,5,2,-300,45,5,45,hou the house is done,yay,NA,CHI,NA,1382.25,FALSE,FALSE,030912,0
emma,030907,I just buyed chocolate milk,JES,you did,30.91843333,TRUE,FALSE,TRUE,3.7707049965776864,5,2,-300,45,5,45,can I be in it,sure,NA,CHI,NA,1382.25,FALSE,FALSE,030912,0
emma,030907,I just buyed chocolate milk,JES,you did,30.91843333,TRUE,FALSE,TRUE,3.7707049965776864,5,2,-300,45,5,45,we gotta fix the house,look he's part of the house,NA,CHI,NA,1382.25,FALSE,FALSE,030912,0
emma,030907,I drinked it all,JES,good,31.56906667,TRUE,FALSE,TRUE,3.7707049965776864,4,3,410,45,4,45,I said it's a,it's a cash register,2,CHI,0.6782833333333333,1377.25,FALSE,FALSE,030907,0
emma,030907,I drinked it all,JES,good,31.56906667,TRUE,FALSE,TRUE,3.7707049965776864,4,3,410,45,4,45,we're all of us,where you guys goin,0,CHI,24.4838,1377.25,FALSE,FALSE,030907,0
emma,030907,I drinked it all,JES,good,31.56906667,TRUE,FALSE,TRUE,3.7707049965776864,4,3,410,45,4,45,happy bir dear Bert,hm,-0.6,CHI,26.432533333333332,1377.25,FALSE,FALSE,030907,0
emma,040300,and she even bringed a slide,LAU,a slide,0.196683333,TRUE,FALSE,TRUE,4.250513347022587,6,1,230,50,6,50,and I can have the horsies,what about the chickens,3,CHI,3.233616666666667,1552.5,FALSE,FALSE,040300,0
emma,040300,and she even bringed a slide,LAU,a slide,0.196683333,TRUE,FALSE,TRUE,4.250513347022587,6,1,230,50,6,50,we have one of these too,oh yeah,0,CHI,0.48433333333333334,1552.5,FALSE,FALSE,040300,0
emma,040300,and she even bringed a slide,LAU,a slide,0.196683333,TRUE,FALSE,TRUE,4.250513347022587,6,1,230,50,6,50,she useta bring one of everything,uhhuh,0,CHI,5.6837333333333335,1552.5,FALSE,FALSE,040300,0
emma,040300,Jessica only bringed two o these,LAU,did she ever bring the big people too not like the little ones like this,4.885966667,TRUE,FALSE,TRUE,4.250513347022587,6,3,310,50,6,50,he's still a two year old,really,0,CHI,15.992383333333333,1552.5,FALSE,FALSE,040300,0
emma,040300,Jessica only bringed two o these,LAU,did she ever bring the big people too not like the little ones like this,4.885966667,TRUE,FALSE,TRUE,4.250513347022587,6,3,310,50,6,50,I'll get you you big dog,why doesn't anyone like me just I'm big,4.1,CHI,11.496083333333333,1552.5,FALSE,FALSE,040300,0
emma,040300,Jessica only bringed two o these,LAU,did she ever bring the big people too not like the little ones like this,4.885966667,TRUE,FALSE,TRUE,4.250513347022587,6,3,310,50,6,50,you can play with the sheep,okay,0,CHI,2.2089166666666666,1552.5,FALSE,FALSE,040300,0
emma,040300,we gotted,LAU,oh we got everybody,9.271383333,TRUE,FALSE,TRUE,4.250513347022587,2,4,297,50,2,50,this is,so what else did you say Jessica useta bring,3,CHI,5.501833333333334,1552.5,FALSE,FALSE,040300,0
emma,040300,we gotted,LAU,oh we got everybody,9.271383333,TRUE,FALSE,TRUE,4.250513347022587,2,4,297,50,2,50,who ne,moo,0,CHI,9.039299999999999,1552.5,FALSE,FALSE,040300,0
emma,040300,we gotted,LAU,oh we got everybody,9.271383333,TRUE,FALSE,TRUE,4.250513347022587,2,4,297,50,2,50,in here,oh okay,0,CHI,9.395116666666667,1552.5,FALSE,FALSE,040300,0
emma,040321,the dog waked you up,LAU,maybe I should go back to bed huh,28.38351667,TRUE,FALSE,TRUE,4.308008213552362,5,1,4520,51,5,51,you play with those toys,I play with these toys,0,CHI,3.153016666666667,1573.5,FALSE,FALSE,040321,0
emma,040321,the dog waked you up,LAU,maybe I should go back to bed huh,28.38351667,TRUE,FALSE,TRUE,4.308008213552362,5,1,4520,51,5,51,I wanna pick my color,okay,0,CHI,26.123683333333336,1580.5,FALSE,FALSE,040328,0
emma,040321,the dog waked you up,LAU,maybe I should go back to bed huh,28.38351667,TRUE,FALSE,TRUE,4.308008213552362,5,1,4520,51,5,51,no I will just fly,oh,0,CHI,15.600433333333333,1580.5,FALSE,FALSE,040328,0
emma,040321,someone throwed me forty four times on the ground,LAU,they threw you on the ground,30.01148333,TRUE,FALSE,TRUE,4.308008213552362,9,2,430,51,9,51,maybe a medium size one or a big one,oh we have a medium sized purple broom in stock,-1,CHI,16.8735,1580.5,FALSE,FALSE,040328,0
emma,040321,someone throwed me forty four times on the ground,LAU,they threw you on the ground,30.01148333,TRUE,FALSE,TRUE,4.308008213552362,9,2,430,51,9,51,how balloons and confetti but I think something else,a spiral for his birthday present,0,CHI,3.6611166666666666,1580.5,FALSE,FALSE,040328,0
emma,040321,someone throwed me forty four times on the ground,LAU,they threw you on the ground,30.01148333,TRUE,FALSE,TRUE,4.308008213552362,9,2,430,51,9,51,we have one of these too but they're little,a a fence,0,CHI,22.479466666666667,1580.5,FALSE,FALSE,040328,0
emma,040418,I heard that we need chocolate chips and I bringed them over,LAU,mhm,7.745383333,TRUE,FALSE,TRUE,4.383299110198494,12,1,157,52,11,52,why are you at why are you at the door for,well I'm sposta come and help cook dinner,0,CHI,4.488083333333334,1601,FALSE,FALSE,040418,1
emma,040418,I heard that we need chocolate chips and I bringed them over,LAU,mhm,7.745383333,TRUE,FALSE,TRUE,4.383299110198494,12,1,157,52,12,51,no that's where we got the that's the that's not the Home_Depot,what is this then,0,CHI,16.00275,1580.5,FALSE,FALSE,040328,1
emma,040418,I heard that we need chocolate chips and I bringed them over,LAU,mhm,7.745383333,TRUE,FALSE,TRUE,4.383299110198494,12,1,157,52,11,52,like you around there to there and then you tape it,mhm,0,CHI,17.81105,1601,FALSE,FALSE,040418,1
emma,040418,it's from Hans and Tamara sended it to us,LAU,who sent it to you,18.83481667,TRUE,FALSE,TRUE,4.383299110198494,9,2,450,52,9,52,Thanksgiving was when we go to lib with Seamus,yeah,0,CHI,1.1859,1601,FALSE,FALSE,040418,0
emma,040418,it's from Hans and Tamara sended it to us,LAU,who sent it to you,18.83481667,TRUE,FALSE,TRUE,4.383299110198494,9,2,450,52,9,52,you didn't pick up you hafta get the turkey,oh_my_goodness I almost forgot the most important part,0,CHI,6.4509,1601,FALSE,FALSE,040418,0
emma,040418,it's from Hans and Tamara sended it to us,LAU,who sent it to you,18.83481667,TRUE,FALSE,TRUE,4.383299110198494,9,2,450,52,9,52,and their baby name their baby's name is Rosie,okay um maybe you and Katie can help set the table and then we'll bring out all the food okay,0,CHI,26.161350000000002,1601,FALSE,FALSE,040418,0
emma,040804,I know where we hided it,LAU,is it a chocolate cake too,30.34955,TRUE,FALSE,TRUE,4.678986995208761,6,1,3910,56,6,56,um he she'll call her too,yep she called Eric and Harry,-0.9,CHI,14.945716666666668,1709,FALSE,FALSE,040804,0
emma,040804,I know where we hided it,LAU,is it a chocolate cake too,30.34955,TRUE,FALSE,TRUE,4.678986995208761,6,1,3910,56,6,56,Eric and Eric and another Katie,oh,0,CHI,28.821433333333335,1709,FALSE,FALSE,040804,0
emma,040804,I know where we hided it,LAU,is it a chocolate cake too,30.34955,TRUE,FALSE,TRUE,4.678986995208761,6,1,3910,56,6,56,you hafta talk like a human,oh that's mine,0,CHI,23.45,1709,FALSE,FALSE,040804,0
jillian,020101,he falled,JEN,he falled,14.48725,TRUE,FALSE,TRUE,2.086242299794661,2,1,300,24,2,24,they bark,wow,0,CHI,2.5587166666666668,762,FALSE,FALSE,020101,0
jillian,020101,he falled,JEN,he falled,14.48725,TRUE,FALSE,TRUE,2.086242299794661,2,1,300,24,2,24,uh call,you call,0,CHI,6.2647666666666675,762,FALSE,FALSE,020101,0
jillian,020101,he falled,JEN,he falled,14.48725,TRUE,FALSE,TRUE,2.086242299794661,2,1,300,24,2,24,what's happened,what happened right there,0,CHI,30.39245,762,FALSE,FALSE,020101,0
jillian,020101,he falled,MOT,so mommy can't xxx the couch,16.3885,TRUE,FALSE,TRUE,2.086242299794661,2,2,500,24,2,24,crying daddy,oh you want daddy,0,CHI,24.860766666666667,762,FALSE,FALSE,020101,0
jillian,020101,he falled,MOT,so mommy can't xxx the couch,16.3885,TRUE,FALSE,TRUE,2.086242299794661,2,2,500,24,2,24,to slee,to sleep,0,CHI,1.4609333333333334,762,FALSE,FALSE,020101,0
jillian,020101,he falled,MOT,so mommy can't xxx the couch,16.3885,TRUE,FALSE,TRUE,2.086242299794661,2,2,500,24,2,24,to dream,do they read,0,CHI,25.64511666666667,762,FALSE,FALSE,020101,0
jillian,020108,I taked a shower,MOT,in the do you remember in the what in the sprinkler,13.21043333,TRUE,FALSE,TRUE,2.105407255304586,4,1,730,25,4,25,he's a nice dinosaur,oh I'm sure he is,0,CHI,26.315733333333334,790,FALSE,FALSE,020129,0
jillian,020108,I taked a shower,MOT,in the do you remember in the what in the sprinkler,13.21043333,TRUE,FALSE,TRUE,2.105407255304586,4,1,730,25,4,25,can you change me,do you need a change,0,CHI,27.533516666666667,783,FALSE,FALSE,020122,0
jillian,020108,I taked a shower,MOT,in the do you remember in the what in the sprinkler,13.21043333,TRUE,FALSE,TRUE,2.105407255304586,4,1,730,25,4,25,cleaning up the trash,yeah why do you think she hadta do that,0,CHI,9.876783333333332,778,FALSE,FALSE,020117,0
jillian,020117,I swimmed in the bathtub,MOT,and who who do you pretend to be when you're in the bathtub,14.37141667,TRUE,FALSE,TRUE,2.130047912388775,5,1,325,25,5,25,he's ta a n nap,he's taking a nap where is he taking a nap,0,CHI,28.96623333333333,769,FALSE,FALSE,020108,0
jillian,020117,I swimmed in the bathtub,MOT,and who who do you pretend to be when you're in the bathtub,14.37141667,TRUE,FALSE,TRUE,2.130047912388775,5,1,325,25,5,25,a big bav bad wolf,you know what,0,CHI,18.927683333333334,790,FALSE,FALSE,020129,0
jillian,020117,I swimmed in the bathtub,MOT,and who who do you pretend to be when you're in the bathtub,14.37141667,TRUE,FALSE,TRUE,2.130047912388775,5,1,325,25,5,25,and now it's my turn,is it,0,CHI,21.293966666666666,778,FALSE,FALSE,020117,0
jillian,020117,I sayed nothin,JEN,you said nothing,27.2636,TRUE,FALSE,TRUE,2.130047912388775,3,2,280,25,3,25,from the playground,in the playground,0,CHI,1.2476999999999998,790,FALSE,FALSE,020129,0
jillian,020117,I sayed nothin,JEN,you said nothing,27.2636,TRUE,FALSE,TRUE,2.130047912388775,3,2,280,25,3,25,and make cook,cook,0,CHI,8.051483333333334,769,FALSE,FALSE,020108,0
jillian,020117,I sayed nothin,JEN,you said nothing,27.2636,TRUE,FALSE,TRUE,2.130047912388775,3,2,280,25,3,25,I called you,I'm gonna sit right at the table,0,CHI,8.196116666666667,769,FALSE,FALSE,020108,0
jillian,020129,they sayed hi,JEN,they said hi,16.90391667,TRUE,FALSE,TRUE,2.16290212183436,3,1,603,25,3,25,they're going to,they're going to school,0,CHI,27.73936666666667,769,FALSE,FALSE,020108,0
jillian,020129,they sayed hi,JEN,they said hi,16.90391667,TRUE,FALSE,TRUE,2.16290212183436,3,1,603,25,3,25,you check me,I'll check you,0,CHI,20.399916666666666,783,FALSE,FALSE,020122,0
jillian,020129,they sayed hi,JEN,they said hi,16.90391667,TRUE,FALSE,TRUE,2.16290212183436,3,1,603,25,3,25,washin his hair,washin his hair very good,0,CHI,1.6501,769,FALSE,FALSE,020108,0
jillian,020129,I maked a a coat,MOT,it's cold,25.4876,TRUE,FALSE,TRUE,2.16290212183436,5,2,930,25,5,25,he goin on the tractor,oh he's goin on the tractor,0,CHI,2.0465666666666666,783,FALSE,FALSE,020122,0
jillian,020129,I maked a a coat,MOT,it's cold,25.4876,TRUE,FALSE,TRUE,2.16290212183436,5,2,930,25,5,25,he's cutting his ear hair,I hope he's not cutting his ear,0,CHI,16.128383333333332,769,FALSE,FALSE,020108,0
jillian,020129,I maked a a coat,MOT,it's cold,25.4876,TRUE,FALSE,TRUE,2.16290212183436,5,2,930,25,5,25,he's ta a n nap,he's taking a nap where is he taking a nap,0,CHI,28.96623333333333,769,FALSE,FALSE,020108,0
jillian,020206,he taked his beard off,MOT,he did,16.791,TRUE,FALSE,TRUE,2.1834360027378508,5,1,20,26,5,26,oh that's my little chair,I'm sorry,0,CHI,22.549699999999998,797.5,FALSE,FALSE,020206,0
jillian,020206,he taked his beard off,MOT,he did,16.791,TRUE,FALSE,TRUE,2.1834360027378508,5,1,20,26,5,26,I can draw on this,xxx,0,CHI,16.000816666666665,797.5,FALSE,FALSE,020206,0
jillian,020206,he taked his beard off,MOT,he did,16.791,TRUE,FALSE,TRUE,2.1834360027378508,5,1,20,26,5,26,could you read my s,I can read this story,0,CHI,23.452166666666667,797.5,FALSE,FALSE,020206,0
jillian,020206,I drawed xxx beach,MOT,you drawed the beach,25.54018333,TRUE,FALSE,TRUE,2.1834360027378508,4,2,480,26,4,26,I need my milkshake,that's not the monster that's scary right,0,CHI,22.411416666666664,797.5,FALSE,FALSE,020206,0
jillian,020206,I drawed xxx beach,MOT,you drawed the beach,25.54018333,TRUE,FALSE,TRUE,2.1834360027378508,4,2,480,26,4,26,what's that coo cooin,what do you think what do you think he's doin,0,CHI,3.69135,797.5,FALSE,FALSE,020206,0
jillian,020206,I drawed xxx beach,MOT,you drawed the beach,25.54018333,TRUE,FALSE,TRUE,2.1834360027378508,4,2,480,26,4,26,and a mommy deer,wow and where were they,0,CHI,2.293766666666667,797.5,FALSE,FALSE,020206,0
jillian,020317,he drinked milk,JEN,oh he drinked milk,7.54155,TRUE,FALSE,TRUE,2.297056810403833,3,1,-210,27,3,27,the cap on,okay,-0.0010000000000331966,CHI,5.546983333333333,847,FALSE,FALSE,020325,0
jillian,020317,he drinked milk,JEN,oh he drinked milk,7.54155,TRUE,FALSE,TRUE,2.297056810403833,3,1,-210,27,3,27,they needta sleep,needta go to sleep,0,CHI,17.7931,839,FALSE,FALSE,020317,0
jillian,020317,he drinked milk,JEN,oh he drinked milk,7.54155,TRUE,FALSE,TRUE,2.297056810403833,3,1,-210,27,3,27,oh what's this,it's a little seat,0,CHI,16.174166666666668,839,FALSE,FALSE,020317,0
jillian,020317,his mommy his mommy goed to work,JEN,yeah,7.60635,TRUE,FALSE,TRUE,2.297056810403833,7,2,300,27,7,27,he gonna sit and watch a movie,oh,0,CHI,11.45415,839,FALSE,FALSE,020317,0
jillian,020317,his mommy his mommy goed to work,JEN,yeah,7.60635,TRUE,FALSE,TRUE,2.297056810403833,7,2,300,27,7,27,just sit her on the pot here,yeah,0,CHI,19.0123,839,FALSE,FALSE,020317,0
jillian,020317,his mommy his mommy goed to work,JEN,yeah,7.60635,TRUE,FALSE,TRUE,2.297056810403833,7,2,300,27,7,27,the baby needs to wash her hands,she needs to wash her hands,0,CHI,3.971366666666667,839,FALSE,FALSE,020317,0
jillian,020317,I drawed the sun,JEN,you did,14.23348333,TRUE,FALSE,TRUE,2.297056810403833,4,3,-75,27,4,27,um they needta sit,they needta sit right,0,CHI,20.402833333333334,839,FALSE,FALSE,020317,0
jillian,020317,I drawed the sun,JEN,you did,14.23348333,TRUE,FALSE,TRUE,2.297056810403833,4,3,-75,27,4,27,and daddy goes potty,Jilly have you ever seen these,0,CHI,7.2322999999999995,847,FALSE,FALSE,020325,0
jillian,020317,I drawed the sun,JEN,you did,14.23348333,TRUE,FALSE,TRUE,2.297056810403833,4,3,-75,27,4,27,this is mommy's daddy,and they're waiting in the doctor's office to be seen,0,CHI,23.449316666666668,839,FALSE,FALSE,020317,0
jillian,020317,I drawed the sun,JEN,very good,14.30026667,TRUE,FALSE,TRUE,2.297056810403833,4,4,135,27,4,27,she needs to draw,here's a marker and a crayon,-1.3999999999999773,CHI,12.805783333333332,839,FALSE,FALSE,020317,0
jillian,020317,I drawed the sun,JEN,very good,14.30026667,TRUE,FALSE,TRUE,2.297056810403833,4,4,135,27,4,27,he talks to me,he says hi Jilly,0,CHI,27.529583333333335,847,FALSE,FALSE,020325,0
jillian,020317,I drawed the sun,JEN,very good,14.30026667,TRUE,FALSE,TRUE,2.297056810403833,4,4,135,27,4,27,they're playin with toys,oh are they,0,CHI,23.631083333333333,839,FALSE,FALSE,020317,0
jillian,020317,my cousins maked me a castle and I played with it,JEN,you did,30.12656667,TRUE,FALSE,TRUE,2.297056810403833,11,5,110,27,11,27,she needs to go to the doctor's office with her mommy,oh no,0,CHI,24.869933333333332,839,FALSE,FALSE,020317,0
jillian,020317,my cousins maked me a castle and I played with it,JEN,you did,30.12656667,TRUE,FALSE,TRUE,2.297056810403833,11,5,110,27,11,27,he's going ta he's going ta he's going to his Jillian,oh,0,CHI,16.0012,847,FALSE,FALSE,020325,0
jillian,020317,my cousins maked me a castle and I played with it,JEN,you did,30.12656667,TRUE,FALSE,TRUE,2.297056810403833,11,5,110,27,11,27,oh this one this one sits and this one doesn't sit,oh,0,CHI,11.883916666666666,839,FALSE,FALSE,020317,0
jillian,020325,I singed a song to the dinosaurs and then they were sleeping,CAT,really,4.6179,TRUE,FALSE,TRUE,2.31895961670089,12,1,70,27,12,28,and then Pooh's going to come right here to have a party,all right,0,CHI,15.655650000000001,854.5,FALSE,FALSE,020402,1
jillian,020325,I singed a song to the dinosaurs and then they were sleeping,CAT,really,4.6179,TRUE,FALSE,TRUE,2.31895961670089,12,1,70,27,12,28,lock the key up to open the cage and take Ernie out,where's Ernie,0,CHI,27.72645,861.5,FALSE,FALSE,020409,1
jillian,020325,I singed a song to the dinosaurs and then they were sleeping,CAT,really,4.6179,TRUE,FALSE,TRUE,2.31895961670089,12,1,70,27,12,28,this is a little f farmer and this is a blue farmer,yeah it is,0,CHI,11.0001,861.5,FALSE,FALSE,020409,1
jillian,020414,somebody drawed that picture,MOT,somebody did draw that picture,15.63918333,TRUE,FALSE,TRUE,2.3723477070499657,4,1,640,28,4,28,do I stay here,we're gonna stay here for a little while longer,0,CHI,24.617216666666664,880.5,FALSE,FALSE,020428,0
jillian,020414,somebody drawed that picture,MOT,somebody did draw that picture,15.63918333,TRUE,FALSE,TRUE,2.3723477070499657,4,1,640,28,4,28,and the other one,and now you can put the other one on the top,0,CHI,14.685483333333334,866.5,FALSE,FALSE,020414,0
jillian,020414,somebody drawed that picture,MOT,somebody did draw that picture,15.63918333,TRUE,FALSE,TRUE,2.3723477070499657,4,1,640,28,4,28,she wants to sit,what's actually a circle,0,CHI,15.846433333333332,866.5,FALSE,FALSE,020414,0
jillian,020421,drawed Jessie the cow,CAT,very good,27.57793333,TRUE,FALSE,TRUE,2.3915126625598906,4,1,450,28,4,28,oh that's the dinosaur,that's the green dinosaur right,-1,CHI,20.862683333333333,873.5,FALSE,FALSE,020421,0
jillian,020421,drawed Jessie the cow,CAT,very good,27.57793333,TRUE,FALSE,TRUE,2.3915126625598906,4,1,450,28,4,28,my name is Jillian,it is,0,CHI,2.8688833333333337,873.5,FALSE,FALSE,020421,0
jillian,020421,drawed Jessie the cow,CAT,very good,27.57793333,TRUE,FALSE,TRUE,2.3915126625598906,4,1,450,28,4,28,them play with Pooh,play with Pooh,0,CHI,15.430666666666667,854.5,FALSE,FALSE,020402,0
jillian,020428,I baked you the milk and I maked you a burger,MOT,thanks,13.07145,TRUE,FALSE,TRUE,2.410677618069815,11,1,20,28,11,27,and then the other baby goes to sleep when she cries,why is she cryin,0,CHI,25.99683333333333,847,FALSE,FALSE,020325,1
jillian,020428,I baked you the milk and I maked you a burger,MOT,thanks,13.07145,TRUE,FALSE,TRUE,2.410677618069815,11,1,20,28,10,28,just take the chocolate then put them with the cows,this sounds like cows are coming home with us now,0,CHI,2.0996,866.5,FALSE,FALSE,020414,1
jillian,020428,I baked you the milk and I maked you a burger,MOT,thanks,13.07145,TRUE,FALSE,TRUE,2.410677618069815,11,1,20,28,10,28,he going to help Jessie get get off of that,xxx,0,CHI,17.694016666666666,873.5,FALSE,FALSE,020421,1
jillian,020507,well I throwed the giant away,CAT,okay but next time were gonna just pretend to throw him okay,28.20293333,TRUE,FALSE,TRUE,2.43668720054757,6,1,790,29,6,29,because I don't like my bathie,you don't like taking your bath,0,CHI,22.979750000000003,909,FALSE,FALSE,020526,0
jillian,020507,well I throwed the giant away,CAT,okay but next time were gonna just pretend to throw him okay,28.20293333,TRUE,FALSE,TRUE,2.43668720054757,6,1,790,29,6,29,right here in in the cradle,in the cradle okay,0,CHI,17.925316666666667,890,FALSE,FALSE,020507,0
jillian,020507,well I throwed the giant away,CAT,okay but next time were gonna just pretend to throw him okay,28.20293333,TRUE,FALSE,TRUE,2.43668720054757,6,1,790,29,6,29,yes and it knocked this down,it did,0,CHI,1.0163166666666668,904,FALSE,FALSE,020521,0
jillian,020521,we getted a pixies,CAT,and what did you get,19.3605,TRUE,FALSE,TRUE,2.4750171115674195,4,1,1090,29,4,29,I looking at it,your Halloween story,0,CHI,19.85845,904,FALSE,FALSE,020521,0
jillian,020521,we getted a pixies,CAT,and what did you get,19.3605,TRUE,FALSE,TRUE,2.4750171115674195,4,1,1090,29,4,29,oh look Spot's happy,oh that's a nice bath too huh,0,CHI,23.432783333333337,909,FALSE,FALSE,020526,0
jillian,020521,we getted a pixies,CAT,and what did you get,19.3605,TRUE,FALSE,TRUE,2.4750171115674195,4,1,1090,29,4,29,and some hot water,oh okay,-1,CHI,10.166633333333333,904,FALSE,FALSE,020521,0
jillian,020521,I getted a pixies and a candy,CAT,you got candy right,19.43641667,TRUE,FALSE,TRUE,2.4750171115674195,7,2,-10,29,7,29,I will you I will do that,okay,0,CHI,25.94066666666667,904,FALSE,FALSE,020521,0
jillian,020521,I getted a pixies and a candy,CAT,you got candy right,19.43641667,TRUE,FALSE,TRUE,2.4750171115674195,7,2,-10,29,7,29,let's give the teddy bear a bath,I think it's brown,-1,CHI,23.917516666666664,890,FALSE,FALSE,020507,0
jillian,020521,I getted a pixies and a candy,CAT,you got candy right,19.43641667,TRUE,FALSE,TRUE,2.4750171115674195,7,2,-10,29,7,29,this key and you get your key,where's my key,0,CHI,15.63695,890,FALSE,FALSE,020507,0
jillian,020526,drinked water and they,MOT,when they were very tired they usually,8.640166667,TRUE,FALSE,TRUE,2.48870636550308,4,1,4340,29,4,29,make the monsters dance,oh,0,CHI,18.826616666666666,909,FALSE,FALSE,020526,0
jillian,020526,drinked water and they,MOT,when they were very tired they usually,8.640166667,TRUE,FALSE,TRUE,2.48870636550308,4,1,4340,29,4,29,you get me mom,maybe you close your eyes sweetie while Cathy puts something in there for you to guess,0,CHI,29.268733333333333,904,FALSE,FALSE,020521,0
jillian,020526,drinked water and they,MOT,when they were very tired they usually,8.640166667,TRUE,FALSE,TRUE,2.48870636550308,4,1,4340,29,4,29,go in your room,go in your room,0,CHI,10.090966666666667,909,FALSE,FALSE,020526,0
jillian,020616,when he camed,CAT,that's a great story,1.445566667,TRUE,FALSE,TRUE,2.544832306639288,3,1,515,30,3,30,Cinderella wears one,yep she's wearing her dress,0,CHI,24.596166666666665,917.5,FALSE,FALSE,020604,0
jillian,020616,when he camed,CAT,that's a great story,1.445566667,TRUE,FALSE,TRUE,2.544832306639288,3,1,515,30,3,30,went to Cathy's,they went to Cathy's,0,CHI,7.919016666666667,917.5,FALSE,FALSE,020604,0
jillian,020616,when he camed,CAT,that's a great story,1.445566667,TRUE,FALSE,TRUE,2.544832306639288,3,1,515,30,3,30,I don't know,I think she turned the pumpkin into coach,0,CHI,26.038216666666663,917.5,FALSE,FALSE,020604,0
