source_file,age,utterance,start_time_minutes,response_time,overreg_past,overreg_plural
/content/drive/My Drive/childes/Eng-NA/Sachs/020909.xml,1014,yester morning I maked a tiger,0,0,,
/content/drive/My Drive/childes/Eng-NA/Sachs/021112.xml,1078,you getted the blister out,0,0,,
/content/drive/My Drive/childes/Eng-NA/Sachs/021112.xml,1078,I writed a,0,0,,
/content/drive/My Drive/childes/Eng-NA/Sachs/021112.xml,1078,somebody writed more,0,0,,
/content/drive/My Drive/childes/Eng-NA/Sachs/030327.xml,1214.25,and one two mean mans,0,0,,
/content/drive/My Drive/childes/Eng-NA/Sachs/030507.xml,1255.25,and those are two baby mouses,0,NA,,
/content/drive/My Drive/childes/Eng-NA/Sachs/040728.xml,1702.5,I bented my belly,0,0,,
/content/drive/My Drive/childes/Eng-NA/Sachs/040728.xml,1702.5,I bented my belly,0,0,,
